recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.1442,0.4277,0.2402,0.706,0.1427,0.1899,0.9202,0.3277,1399.7052,0.9392,0.0046,0.0,f2f64bb7-cd95-42f1-8d13-715434f8ed3c,MOVIELENS_1M_CKE_DEFAULT_PARAM_1742632951
