recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0495,0.0853,0.0444,0.2144,0.0213,0.0276,0.9478,0.4163,105.9174,0.8725,0.0004,0.0067,66e69b82-eb5d-4a53-a38d-12749106d37c,AMAZON_BOOKS_60CORE_DGCF_DEFAULT_PARAM_1741399824
