timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-10T19:01:11,AMAZON_BOOKS_60CORE_DGCF_DEFAULT_PARAM_1741625057,f4bb69c7-8428-4976-9c2f-95faefcc7691,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4596.569943420589,0.1934911057743078,4.2094672365698695e-05,146.3733177952859,115.38906470106652,1.766019344329834,0.1745580070029605,0.2303961670945113,0.002395522269492,0.4073496963669639,World,WRD,,,,Linux-4.18.0-425.19.2.el8_7.x86_64-x86_64-with-glibc2.28,3.10.8,2.8.2,1,Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz,1,1 x NVIDIA A100-SXM-64GB,,,15.4,process,N,1.0
